Players,club,age,Position,short_passing,dribbling,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16,Form-15/16
Kevin Berigaud,Montpellier Herault SC,29,Forward,68,73,66,72,50,68,68,50,16,13,0,2,0,1,0,7,0,0,0,0,26,1.5769230769,3,1,0,0,0,7,0,0,0,0,19,2.4736842105
Kevin Gameiro,Atletico Madrid,30,Forward,79,76,72,80,38,86,76,23,10,6,12,5,0,0,0,18,0,0,0,0,31,4.0967741935,16,3,0,2,0,9,0,1,0,0,31,4.4516129032
Kevin Mirallas,Everton,29,Forward,80,84,77,85,35,80,67,40,10,15,4,6,0,2,0,18,0,0,0,0,35,2.6857142857,4,2,0,1,1,4,0,0,0,0,23,2.3913043478000002
Kevin Monnet-Paquet,AS Saint-Etienne,28,Forward,73,73,63,71,53,70,70,54,6,16,4,4,0,0,0,11,0,0,0,0,34,2.7352941176,2,2,0,1,0,11,0,0,0,0,31,2.2903225806
Kevin Volland,Bayer 04 Leverkusen,24,Forward,81,79,67,81,44,80,81,17,7,12,6,2,0,3,1,4,0,0,0,0,22,3.0909090909,8,7,0,8,0,8,0,1,0,0,32,3.53125
Khouma Babacar,Fiorentina,24,Forward,64,72,46,76,20,77,48,20,6,14,10,1,0,0,0,4,0,0,0,0,22,4.0,5,0,0,2,0,8,0,0,0,0,18,2.8888888889
Lacina Traore,Amiens SC Football,27,Forward,61,71,34,67,41,80,70,18,10,14,2,0,0,2,0,4,0,1,0,0,8,2.375,3,1,0,4,0,8,0,1,0,0,19,2.2105263158
Lars Stindl,Borussia Monchengladbach,28,Forward,83,78,69,83,70,86,83,63,10,12,11,3,0,8,0,9,0,1,0,0,30,3.7666666667000004,7,8,0,5,0,5,0,1,0,0,30,3.7
Lassana Coulibaly,Angers SCO,21,Forward,75,70,69,74,68,58,69,59,12,6,0,2,0,4,0,6,0,0,0,0,30,1.9,1,0,0,1,0,3,0,0,0,0,15,1.7333333333
Leo Baptistao,RCD Espanyol,24,Forward,77,80,55,81,28,83,69,17,14,9,6,5,0,1,0,9,0,0,0,0,21,3.8571428571,3,1,0,1,0,7,0,0,0,0,26,2.1153846154
Leonardo Pavoletti,Cagliari,28,Forward,64,66,36,74,24,80,52,20,6,9,3,0,0,2,0,4,0,0,0,0,15,2.4666666666999997,14,2,0,3,1,5,0,0,0,0,25,4.68
Leonardo Ulloa,Leicester City,30,Forward,69,70,63,72,33,76,61,27,8,11,1,0,0,0,0,1,0,0,0,0,16,1.5,6,2,0,0,0,5,0,0,0,0,29,2.4827586207
Levan Mchedlidze,Empoli,27,Forward,64,70,50,76,25,74,60,14,8,12,6,0,0,3,0,6,0,1,0,0,15,3.4,0,0,0,2,1,0,0,0,0,0,13,0.7692307692
Lewis Grabban,Sunderland,29,Forward,63,67,43,67,22,66,51,18,15,11,0,1,0,0,0,0,0,0,0,0,3,2.0,1,0,0,2,0,5,0,0,0,0,21,1.4761904762
Lionel Messi,FC Barcelona,30,Forward,88,97,87,95,22,93,90,13,11,8,37,9,0,6,0,4,0,1,0,0,34,7.941176470599999,26,16,0,3,0,2,0,3,0,0,33,7.0606060606
Loic Remy,UD Las Palmas,30,Forward,68,73,60,72,48,81,71,23,10,12,0,0,0,0,0,1,0,0,0,0,5,1.2,1,0,0,0,0,3,0,0,0,0,13,1.6153846154
Lorenzo Insigne,Napoli,26,Forward,83,88,73,90,26,83,87,16,4,10,18,9,0,2,0,16,0,0,0,0,35,5.2285714286000005,12,10,0,2,0,26,0,0,0,0,34,4.5
Luciano Vietto,Atletico Madrid,23,Forward,79,86,59,85,35,83,73,23,14,12,6,2,0,3,0,6,0,0,0,0,21,3.2380952381,1,3,0,3,0,11,0,0,0,0,19,2.2105263158
Ludovic Baal,Stade Rennais FC,31,Forward,73,64,65,69,73,34,59,75,13,16,0,5,0,3,1,2,0,0,0,0,33,2.2727272727,0,3,0,0,0,7,0,0,0,0,22,2.2272727273
Luis Muriel,Sevilla FC,26,Forward,74,86,55,85,16,78,73,18,10,6,11,5,0,4,1,16,0,0,0,0,31,3.8387096774000002,6,5,0,3,0,14,0,0,0,0,32,2.90625
Luis Suarez,FC Barcelona,30,Forward,83,86,64,91,41,92,84,30,25,37,28,13,0,8,0,9,0,0,0,0,36,6.6944444444,40,16,0,6,0,0,0,2,0,0,35,8.8
Luiz Adriano,Spartak Moscow,30,Forward,72,77,50,80,24,82,66,24,10,12,0,0,0,0,0,1,0,0,0,0,7,1.1428571429,4,3,0,4,0,6,0,0,0,0,26,2.4230769231
Lukas Hinterseer,VfL Bochum,26,Forward,69,68,58,71,25,74,64,27,7,6,3,1,0,2,0,4,0,0,0,0,28,1.8571428571000002,6,0,0,3,0,15,0,0,0,0,28,2.6428571429
M'Baye Niang,Torino,22,Forward,72,84,57,82,30,82,75,16,6,4,5,4,0,3,0,16,0,2,0,0,34,2.7118055556,5,4,0,1,0,14,0,0,0,0,16,4.1875
Mame Biram Diouf,Stoke City,29,Forward,67,65,55,70,64,78,66,64,1,1,1,2,0,3,0,9,0,0,0,0,27,1.8518518519,5,1,0,3,0,5,0,0,0,0,26,2.4230769231
Manolo Gabbiadini,Southampton,25,Forward,72,80,64,82,18,78,72,18,11,5,7,0,0,1,1,13,0,1,0,0,24,2.958041958,5,3,0,1,0,3,0,0,0,0,23,2.6086956521999998
Manu Trigueros,Villarreal CF,25,Forward,86,81,82,84,69,77,83,53,14,8,5,1,0,4,0,12,0,0,0,0,37,2.5945945946,2,1,0,5,0,10,0,0,0,0,31,2.0322580644999997
Manuel Pucciarelli,Chievo Verona,26,Forward,72,77,58,78,32,78,64,22,5,8,3,1,0,2,0,7,0,1,0,0,32,2.21875,6,2,0,2,0,6,0,0,0,0,38,2.7631578947000004
Marcus Rashford,Manchester United,19,Forward,74,84,65,80,42,81,73,29,6,14,5,1,0,3,0,8,0,0,0,0,32,2.28125,5,2,0,0,0,7,0,0,0,0,11,4.8181818182
Mario Balotelli,OGC Nice,26,Forward,75,81,55,85,30,77,70,16,2,2,15,1,0,7,2,8,0,1,0,0,23,4.608695652200001,1,1,0,6,0,3,0,1,0,0,20,1.4
Mario Mandzukic,Juventus,31,Forward,75,74,65,77,66,89,74,56,8,15,7,4,0,5,0,8,0,0,0,0,35,3.0285714286000003,10,3,0,5,0,11,0,0,0,0,27,3.8888888889
Marius Wolf,Eintracht Frankfurt,22,Forward,60,71,47,67,42,64,49,20,15,8,0,0,0,1,0,2,0,0,0,0,3,1.3333333333,0,0,0,1,0,2,0,0,0,0,2,1.5
Mark Uth,TSG 1899 Hoffenheim,25,Forward,72,77,68,77,39,80,70,26,11,11,7,3,0,4,0,8,0,0,0,0,21,3.4761904762,8,1,0,2,0,6,0,0,0,0,25,3.28
Marko Livaja,AEK Athens,23,Forward,69,71,39,74,25,74,69,18,9,12,5,3,0,12,1,8,0,0,0,0,25,2.4,1,0,0,7,0,3,0,0,0,0,18,1.1111111111
Martin Braithwaite,Middlesbrough,26,Forward,77,76,65,77,31,81,73,32,13,8,11,3,0,7,0,5,0,2,0,0,35,3.4857142857,11,0,0,1,0,9,0,0,0,0,36,3.4166666667000003
Massimo Maccarone,Brisbane Roar,37,Forward,69,75,49,79,21,80,65,25,15,8,5,1,0,3,1,10,0,0,0,0,28,2.3928571429,13,5,0,4,0,20,0,0,0,0,37,4.0
Mathew Leckie,Hertha BSC Berlin,26,Forward,67,74,53,71,30,68,63,15,10,10,0,2,0,3,1,9,0,0,0,0,30,1.8333333333000001,3,0,0,8,0,10,0,1,0,0,32,2.03125
Matteo Politano,Sassuolo,23,Forward,75,83,62,80,25,75,68,12,12,11,4,6,0,5,0,10,0,0,0,0,32,2.8125,5,2,0,3,0,11,0,0,0,0,27,2.4074074074
Mattia Destro,Bologna,26,Forward,68,74,42,76,20,84,58,12,14,11,11,0,0,4,0,6,0,1,0,0,30,3.5666666667,8,3,0,9,0,6,0,1,0,0,27,3.3333333332999997
Mauricio Pinilla,Free Agent,33,Forward,65,70,45,74,28,78,55,14,4,4,1,1,0,4,1,4,0,0,0,0,17,1.5882352941,5,2,0,9,0,6,0,2,0,0,20,2.7
Mauro Icardi,Inter,24,Forward,73,74,54,77,22,89,64,17,9,9,24,8,0,1,0,2,0,2,0,0,34,6.0882352940999995,16,4,0,1,0,14,0,1,0,0,33,4.6666666667
Mauro Zarate,Watford,30,Forward,72,86,60,87,38,77,63,22,16,12,2,1,0,1,0,3,0,0,0,0,10,2.4285714286,6,1,0,3,1,9,0,0,0,0,30,2.4
Michael Gregoritsch,FC Augsburg,23,Forward,73,73,68,76,33,74,69,35,6,6,5,1,0,4,0,12,0,0,0,0,30,2.2666666667,5,2,0,6,0,7,0,0,0,0,25,2.6
Michy Batshuayi,Chelsea,23,Forward,64,76,36,77,23,83,63,16,10,15,5,1,0,0,0,1,0,0,0,0,20,2.45,17,9,0,6,0,5,0,0,0,0,36,4.8333333333
Modou Barrow,Reading,24,Forward,66,76,60,73,50,67,64,30,12,7,0,2,0,1,0,9,0,0,0,0,18,1.9444444444,1,2,0,0,0,4,0,0,0,0,22,1.7727272727
Mohamed Salah,Liverpool,25,Forward,79,87,65,87,55,83,78,37,14,14,15,11,0,2,0,14,0,0,0,0,31,5.3548387097,14,6,0,2,0,18,0,0,0,0,34,4.4705882353
Moritz Hartmann,FC Ingolstadt 04,31,Forward,69,71,49,71,27,73,60,18,14,15,1,0,0,0,0,9,0,1,0,0,14,2.0714285714,12,1,0,3,0,20,0,0,0,0,30,3.8
Moryke Fofana,Atiker Konyaspor,25,Forward,59,75,53,73,12,60,67,20,6,6,0,1,0,0,0,4,0,0,0,0,7,2.0,0,0,0,1,0,0,0,0,0,0,6,0.8333333333
Mustapha Diallo,En Avant de Guingamp,31,Forward,75,57,66,69,73,50,54,67,12,16,5,1,0,8,0,9,0,0,0,0,26,2.6153846154,1,3,0,12,0,10,0,0,0,0,30,1.7666666667
Nabil El Zhar,CD Leganes,30,Forward,73,81,60,74,37,72,74,23,10,13,4,4,0,2,0,8,0,0,0,0,26,2.8461538462,2,4,0,4,0,11,0,0,0,0,30,2.1666666667
Neymar,Paris Saint-Germain,25,Forward,81,96,75,95,36,90,80,21,9,11,13,10,0,8,1,2,0,0,0,0,30,4.8,24,13,0,6,0,1,0,2,0,0,34,6.3823529412
Nicola Sansone,Villarreal CF,25,Forward,75,84,65,80,38,78,79,15,7,14,8,3,0,6,0,19,0,0,0,0,32,3.125,7,4,0,9,0,10,0,1,0,0,37,2.7297297297000003
Nicolas de Preville,Girondins de Bordeaux,26,Forward,75,79,69,78,45,78,75,25,10,9,14,0,0,2,0,12,0,0,0,0,30,4.0333333333,7,9,0,4,0,13,0,0,0,0,36,3.5555555556
Niko Bungert,1. FSV Mainz 05,30,Forward,68,44,60,55,76,35,37,78,8,8,1,0,0,1,0,3,0,0,0,0,10,2.3,0,0,0,2,0,2,0,0,0,0,21,1.8571428571000002
Nikola Kalinic,Milan,29,Forward,72,74,48,79,42,90,66,22,11,7,15,3,0,5,1,4,0,1,0,0,32,4.125,12,3,0,4,0,3,0,1,0,0,36,3.4444444444
Nill De Pauw,SV Zulte-Waregem,27,Forward,70,71,67,71,49,67,66,25,16,8,4,2,0,1,0,2,0,0,0,0,28,2.0,0,0,0,2,0,3,0,0,0,0,13,1.0769230769
Nolan Roux,FC Metz,29,Forward,69,72,60,73,26,71,64,20,13,12,4,1,0,2,0,3,0,0,0,0,21,2.5714285714,9,2,0,4,0,9,0,0,0,0,29,3.3448275862
Nolito,Sevilla FC,30,Forward,76,78,67,80,58,82,79,30,15,8,4,2,0,3,1,7,0,0,0,0,19,2.5263157895,12,7,0,9,0,5,0,1,0,0,29,4.3448275862
Norbert Balogh,Palermo,21,Forward,42,62,31,61,18,67,61,18,7,5,0,0,0,2,0,5,0,0,0,0,16,1.25,0,0,0,0,0,0,0,0,0,0,4,1.0
Nordin Amrabat,CD Leganes,30,Forward,78,83,67,79,54,73,78,47,14,13,0,4,0,4,0,14,0,0,0,0,29,2.1379310344999998,0,1,0,8,1,10,0,1,0,0,25,1.2724358973999998
Ola Toivonen,Toulouse FC,30,Forward,76,74,69,76,42,75,77,36,8,6,7,2,0,9,0,12,0,0,0,0,35,2.4571428571,0,2,0,1,0,7,0,0,0,0,13,1.5833333333000001
Olivier Giroud,Arsenal,30,Forward,77,72,56,82,41,83,75,26,15,5,12,3,0,2,0,7,0,0,0,0,29,3.6896551724,16,6,0,2,0,8,0,0,0,1,38,4.1315789474
Olivier Kemen,GFC Ajaccio,20,Forward,73,72,69,70,68,57,69,58,9,9,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,2,1.5
Oriol Riera,Western Sydney Wanderers,30,Forward,64,65,57,68,41,75,65,17,12,10,4,1,0,3,0,11,0,0,0,1,22,2.5909090909,2,0,0,3,0,2,0,0,0,0,22,1.6363636363999998
Oscar Trejo,Rayo Vallecano,29,Forward,78,82,72,80,62,70,79,59,14,11,2,5,0,4,0,16,0,0,0,0,29,2.6551724138,4,4,0,6,1,14,0,0,0,0,34,2.3529411765
Oumar Niasse,Everton,27,Forward,64,73,35,70,35,75,63,20,6,8,4,1,0,3,1,3,0,0,0,0,17,2.7058823529000002,0,0,0,0,0,2,0,0,0,0,5,1.4
Oussama Tannane,UD Las Palmas,23,Forward,71,80,67,76,33,76,62,36,6,10,1,1,0,3,0,6,0,0,0,0,17,2.1176470588,2,1,0,2,0,7,0,0,0,0,10,2.8
Pablo Piatti,RCD Espanyol,28,Forward,78,81,70,80,51,80,77,36,8,10,10,10,0,8,0,18,0,0,0,0,30,4.4,0,0,0,3,0,9,0,0,0,0,22,1.3181818182
Paco Alcacer,FC Barcelona,23,Forward,72,72,51,79,26,87,63,26,14,5,6,3,0,1,0,3,0,0,0,0,21,3.1428571429,13,6,0,2,0,7,0,1,0,0,34,4.0588235294
Patrick Bamford,Middlesbrough,23,Forward,64,69,58,73,54,71,56,26,7,16,1,0,0,1,0,0,0,0,0,0,14,1.4285714286000002,0,0,0,0,0,2,0,0,0,0,13,1.1538461538
Paul-Georges Ntep,VfL Wolfsburg,24,Forward,75,84,67,83,28,75,71,22,9,6,2,7,0,1,0,13,0,0,0,0,25,2.8166666667,2,3,0,1,0,8,0,0,0,0,14,3.0714285714
Paulo Dybala,Juventus,23,Forward,83,92,71,93,24,84,84,14,4,8,11,7,0,2,0,17,0,0,0,0,31,4.2258064516000005,19,9,0,2,0,20,0,0,0,0,34,5.3823529412
Peter Crouch,Stoke City,36,Forward,75,64,63,77,23,82,74,31,14,14,7,3,0,3,0,5,0,0,0,0,27,3.0,0,1,0,0,0,0,0,0,0,0,11,1.6363636363999998
Philipp Ochs,TSG 1899 Hoffenheim,20,Forward,68,67,57,68,48,57,56,42,10,13,0,0,0,1,0,1,0,0,0,0,3,1.3333333333,0,1,0,0,0,5,0,0,0,0,12,1.75
Pierre Emerick Aubameyang,Borussia Dortmund,28,Forward,77,82,64,82,48,89,77,28,9,9,31,2,0,3,0,5,0,2,0,0,32,6.78125,25,5,0,4,0,9,0,1,0,0,31,6.2258064516
Pierre-Michel Lasogga,Leeds United,25,Forward,43,64,27,66,29,77,56,21,13,7,1,0,0,2,0,3,0,0,0,0,20,1.4,8,2,0,5,0,12,0,0,0,0,30,3.0666666667
Raffael,Borussia Monchengladbach,32,Forward,84,87,77,87,53,82,83,29,10,14,7,0,0,1,0,9,0,0,0,0,20,3.6,14,11,0,2,0,12,0,0,0,0,31,5.2258064516000005
Raul Bobadilla,Borussia Monchengladbach,30,Forward,73,80,59,80,27,76,64,21,13,11,4,2,0,1,0,6,0,0,0,0,19,3.0526315789,4,2,0,4,0,11,0,0,0,0,28,2.5
Recio,Malaga CF,26,Forward,81,72,76,77,78,75,76,69,14,9,3,2,0,10,0,6,0,0,0,0,18,2.5,0,4,0,16,0,8,0,0,0,0,33,1.8484848484999998
Rey Manaj,Granada CF,20,Forward,59,63,39,69,12,69,49,18,10,14,1,0,0,2,0,3,0,0,0,0,12,1.5833333333000001,0,0,0,1,0,0,0,0,0,0,4,0.75
Ricardo Pereira,FC Porto,23,Forward,80,83,78,78,79,78,75,78,12,11,2,4,0,2,0,3,0,0,0,0,24,2.7916666667000003,0,4,0,6,0,1,0,0,0,0,27,2.2222222222
Riccardo Meggiorini,Chievo Verona,31,Forward,72,76,54,78,23,80,74,22,6,5,3,0,0,6,0,15,0,0,0,0,27,2.0740740741,5,7,0,8,1,14,0,0,0,0,26,3.0769230769
Robert Beric,RSC Anderlecht,26,Forward,72,69,67,74,38,83,70,43,11,16,6,0,0,0,0,11,0,1,0,0,22,3.0909090909,3,0,0,1,0,2,0,0,0,0,10,3.1
Robert Lewandowski,FC Bayern Munich,28,Forward,83,85,65,89,39,91,78,25,6,10,30,5,0,5,0,3,0,0,0,0,33,6.7878787878999995,30,2,0,2,0,3,0,0,0,0,32,6.71875
Roberto Inglese,Chievo Verona,25,Forward,65,66,35,76,19,78,42,13,11,7,10,4,0,0,0,15,0,1,0,0,34,3.4117647058999996,3,1,0,3,0,8,0,0,0,0,26,2.1153846154
Roberto Insigne,Parma,23,Forward,70,70,67,68,18,67,69,19,9,12,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0,0,0,2,0,0,0,0,3,2.0
Romelu Lukaku,Manchester United,24,Forward,71,78,68,75,27,87,73,27,15,10,25,6,0,3,0,2,0,0,0,0,37,5.7567567568,18,7,0,3,0,8,0,1,0,0,37,4.8378378377999995
Rudy Gestede,Middlesbrough,28,Forward,61,65,50,71,36,74,42,16,13,7,1,0,0,3,0,3,0,0,0,0,16,1.375,5,2,0,2,0,3,0,0,0,0,32,2.34375
Ryan Mendes,Kayserispor,27,Forward,66,75,52,68,19,71,66,23,12,9,0,0,0,0,0,2,0,0,0,0,7,1.2857142857,0,0,0,0,0,0,0,0,0,0,4,1.0
Sabin Merino,Athletic Club de Bilbao,25,Forward,66,80,62,76,42,80,72,20,8,13,1,2,0,2,0,5,0,0,0,0,13,2.0769230769,5,0,0,1,0,8,0,0,0,0,22,2.6818181818
Sadio Diallo,Evkur Yeni Malatyaspor,26,Forward,69,71,65,71,49,66,67,44,14,13,3,3,0,3,0,18,0,0,0,0,28,2.4642857143,2,2,0,2,0,9,0,0,0,0,15,2.5333333333000003
Saido Berahino,Stoke City,23,Forward,62,76,55,77,33,79,54,20,11,15,0,0,0,1,0,9,0,0,0,0,17,1.5882352941,4,1,0,0,0,10,0,2,0,0,31,2.1612903225999998
Salomon Kalou,Hertha BSC Berlin,31,Forward,78,87,68,85,32,83,75,22,9,6,7,4,0,1,0,17,0,0,0,0,26,3.7307692308,14,2,0,2,0,20,0,0,0,0,32,4.25
Salomon Rondon,West Bromwich Albion,27,Forward,69,75,40,78,33,82,53,25,13,14,8,2,0,2,0,11,0,0,0,0,38,3.0,9,3,0,1,1,15,0,0,0,0,34,3.3529411765
Sandro Wagner,TSG 1899 Hoffenheim,29,Forward,54,65,42,74,19,83,47,15,15,12,11,2,0,3,1,6,0,0,0,0,31,3.7419354839,14,3,0,10,0,5,0,2,0,0,31,3.935483871
Santi Mina,Valencia CF,21,Forward,72,78,65,77,58,80,57,58,8,15,6,2,0,2,0,8,0,0,0,0,29,2.6206896552,4,1,0,2,0,12,0,0,0,0,25,2.52
Sebastian Jung,VfL Wolfsburg,27,Forward,76,72,74,75,75,53,64,76,10,12,0,1,0,0,0,3,0,0,0,0,4,2.75,0,1,0,1,0,0,0,0,0,0,11,1.6363636363999998
Sehrou Guirassy,1. FC Koln,21,Forward,66,69,47,65,29,68,57,31,8,8,0,0,0,2,0,0,0,0,0,0,6,0.6666666667,0,0,0,2,0,2,0,0,0,0,8,1.125
Sergi Enrich,SD Eibar,27,Forward,76,74,61,80,42,87,72,29,8,6,11,7,0,4,0,8,0,0,0,0,38,3.7105263157999997,9,6,0,4,0,12,0,0,0,0,38,3.2105263157999997
Sergio Aguero,Manchester City,29,Forward,79,89,63,89,24,91,83,13,15,14,20,3,0,4,1,8,0,1,0,0,31,5.0322580645,24,2,0,1,0,16,0,1,0,0,30,6.0666666667
Sergio Araujo,AEK Athens,25,Forward,70,75,59,83,20,81,68,26,12,15,2,1,0,2,0,3,0,0,0,0,11,2.4545454545,6,3,0,4,0,8,0,0,0,0,30,2.8333333332999997
Sergio Floccari,Ferrara (SPAL),35,Forward,68,72,48,74,20,79,60,16,11,6,0,0,0,0,0,3,0,0,0,0,5,1.6,6,1,0,1,0,5,0,0,0,0,25,2.88
Sergio Pellissier,Chievo Verona,38,Forward,68,69,44,79,24,83,69,24,12,5,9,2,0,1,0,9,0,0,0,0,31,3.2258064516000005,5,0,0,2,0,5,0,0,0,0,19,2.7368421052999996
Shane Long,Southampton,30,Forward,62,73,49,75,42,77,63,36,13,10,3,1,0,2,0,6,0,1,0,0,32,1.75,10,4,0,2,0,5,0,0,0,0,28,3.9642857143
Shinji Okazaki,Leicester City,31,Forward,76,77,66,78,45,82,69,35,6,6,3,1,0,1,0,20,0,0,0,0,30,2.2666666667,5,0,0,1,0,25,0,0,0,0,36,2.4444444444
Simon Zoller,1. FC Koln,26,Forward,70,71,54,73,20,75,64,17,16,13,2,1,0,3,0,5,0,0,0,0,27,1.6666666666999999,6,1,0,4,0,11,0,0,0,0,24,2.7916666667000003
Simone Verdi,Bologna,24,Forward,77,84,73,84,36,74,76,20,10,9,6,3,0,4,0,9,0,0,0,0,29,3.1034482759,3,0,0,3,0,6,0,0,0,0,17,2.1180555556
Simone Zaza,Valencia CF,26,Forward,65,76,45,80,34,83,66,28,13,9,6,1,0,9,0,8,0,0,0,0,28,1.475,5,0,0,6,1,3,0,0,0,0,19,2.1052631579
Sloan Privat,En Avant de Guingamp,27,Forward,69,63,52,73,44,75,56,20,10,6,3,1,0,1,0,12,0,0,0,0,20,2.45,7,1,0,3,0,11,0,1,0,0,27,2.7407407406999997
Souleymane Camara,Montpellier Herault SC,34,Forward,70,67,63,72,51,68,67,51,11,10,1,2,0,0,0,6,0,0,0,0,28,1.75,7,6,0,1,0,17,0,0,0,0,33,3.2424242424000003
Stefan Bell,1. FSV Mainz 05,25,Forward,69,49,66,55,82,33,47,77,16,14,5,1,0,10,0,0,0,0,0,0,31,2.5483870968,1,2,0,3,0,0,0,0,0,1,30,2.1333333333
Stevan Jovetic,AS Monaco,27,Forward,80,85,64,88,30,80,78,26,7,10,6,4,0,5,0,8,0,1,0,0,26,2.0428571429,6,1,0,4,0,15,0,0,0,0,27,2.7777777778
Steve Mounie,Huddersfield Town,22,Forward,66,64,59,72,42,76,61,43,15,15,14,3,0,5,0,9,0,0,0,0,35,4.0285714286,0,0,0,0,0,0,0,0,0,0,2,1.0
Steven Zuber,TSG 1899 Hoffenheim,25,Forward,74,78,61,77,75,74,72,68,15,9,4,4,0,2,0,2,0,0,0,1,24,3.0833333332999997,2,0,0,1,0,3,0,0,0,0,12,2.25
Stipe Perica,Udinese,21,Forward,58,66,38,68,25,79,50,19,15,14,6,1,0,4,0,4,0,0,0,0,27,2.2592592593000003,2,0,0,1,0,4,0,0,0,0,11,2.2727272727
Sullay Kaikai,Crystal Palace,21,Forward,62,75,56,71,32,57,63,24,7,15,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,1.0
Sven Schipplock,Hamburger SV,28,Forward,66,68,40,68,42,68,58,27,7,6,3,0,0,3,0,9,0,0,0,0,23,2.0434782609,0,4,0,3,0,6,0,0,0,0,21,1.9047619048
Theo Bongonda,Trabzonspor,21,Forward,77,80,61,81,30,77,73,17,15,7,1,3,0,3,0,12,0,0,0,0,30,2.2333333333,2,1,0,5,0,10,0,0,0,0,23,1.9565217391
Theo Walcott,Arsenal,28,Forward,74,81,65,78,35,80,72,33,8,8,10,2,0,1,0,13,0,1,0,0,28,3.7142857143,5,3,0,0,0,13,0,0,0,0,28,2.75
Thomas Muller,FC Bayern Munich,27,Forward,81,75,68,82,58,93,81,31,7,14,5,12,0,0,0,5,0,0,0,0,29,3.9655172413999997,20,5,0,4,0,10,0,1,0,0,31,5.3548387097
Thomas Toure,Angers SCO,23,Forward,75,74,63,73,46,73,74,41,14,8,0,1,0,2,0,4,0,0,0,0,6,2.0,2,1,0,2,0,3,0,0,0,0,21,1.8571428571000002
Timo Werner,RB Leipzig,21,Forward,76,81,55,82,37,85,57,17,9,9,21,5,0,4,0,19,0,0,0,0,31,5.6451612903,6,3,0,0,0,15,0,0,0,0,33,2.9696969697
Troy Deeney,Watford,29,Forward,73,65,60,75,29,77,73,33,11,15,10,4,0,7,0,3,0,0,0,1,37,3.2432432432,13,9,0,6,0,3,0,1,0,1,38,4.0789473684
Valere Germain,Olympique de Marseille,27,Forward,78,76,64,80,44,86,78,22,7,14,10,3,0,0,0,22,0,0,0,0,36,3.3888888889,16,6,0,3,0,20,0,0,0,0,39,4.3846153846
Valter Birsa,Chievo Verona,30,Forward,82,84,76,86,49,75,82,44,5,3,7,9,0,5,0,20,0,1,0,0,35,3.5428571429000004,6,7,0,4,0,30,0,1,0,0,35,3.2
Vedad Ibisevic,Hertha BSC Berlin,32,Forward,78,72,47,76,30,86,73,20,12,16,12,4,0,8,0,14,0,0,0,0,32,4.0,10,4,0,5,1,7,0,0,0,0,26,4.0384615385
Wayne Rooney,Everton,31,Forward,81,73,82,80,54,79,80,48,11,7,5,5,0,8,0,9,0,0,0,0,25,2.88,8,5,0,4,0,4,0,0,0,0,28,3.7857142857
Wesley Said,Dijon FCO,22,Forward,73,73,61,72,22,69,57,19,9,14,4,0,0,1,0,7,0,0,0,0,25,2.12,0,0,0,0,0,0,0,0,0,0,1,1.0
Wilfried Bony,Swansea City,28,Forward,68,72,45,75,38,83,65,25,8,11,2,0,0,1,0,7,0,0,0,0,10,2.8,4,3,0,1,0,9,0,1,0,0,26,2.5
Will Keane,Hull City,24,Forward,68,68,51,70,39,64,56,32,11,6,0,0,0,0,0,3,0,0,0,0,5,1.8,0,0,0,0,0,0,0,0,0,0,1,1.0
Willian Jose,Real Sociedad,25,Forward,79,79,48,80,35,85,63,29,14,8,12,4,0,4,0,17,0,0,0,0,28,4.3928571429000005,9,1,0,6,0,5,0,0,0,0,30,3.0333333333
Wissam Ben Yedder,Sevilla FC,26,Forward,77,85,68,83,44,83,76,28,13,7,11,4,0,0,0,18,0,0,0,0,31,3.8064516129,17,5,0,2,0,14,0,3,0,0,35,4.6
Yacine Bammou,FC Nantes,25,Forward,72,71,69,74,45,67,64,28,15,10,4,1,0,6,0,12,0,0,0,0,31,2.1290322581,4,2,0,6,1,12,0,0,0,0,32,2.0625
Yassine Benzia,LOSC Lille,22,Forward,76,79,69,77,55,77,78,39,9,9,3,3,0,3,0,17,0,0,0,0,25,2.68,5,0,0,4,0,15,0,0,0,0,25,2.52
Youssouf Kone,Stade de Reims,21,Forward,60,65,48,60,58,50,39,59,14,9,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,1,1.0
Yuya Osako,1. FC Koln,27,Forward,79,80,59,80,31,79,79,28,9,16,7,6,0,4,0,11,0,0,0,0,30,3.5333333333,1,0,0,2,0,6,0,0,0,0,25,1.68
Zakaria Bakkali,RC Deportivo de La Coruna,21,Forward,73,80,53,77,16,67,58,13,6,16,1,0,0,2,0,1,0,0,0,0,18,1.2222222222,1,3,0,1,0,4,0,0,0,0,16,2.0625
