Players,club,age,Position,short_passing,dribbling,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16,Form-15/16
Dele Alli,Tottenham Hotspur,21,Midfielder,83,83,76,85,67,86,83,60,6,8,18,7,0,4,0,13,0,0,0,0,37,4.8378378377999995,10,9,0,7,0,17,0,0,0,0,33,3.9696969697
Demarai Gray,Leicester City,21,Midfielder,66,82,59,77,23,65,60,21,11,10,1,3,0,2,0,7,0,0,0,0,30,1.7,0,1,0,0,0,1,0,0,0,0,12,1.3333333333
Denis Petric,En Avant de Guingamp,29,Goalkeeper,18,14,13,21,13,12,25,12,62,73,0,0,0,1,0,0,0,0,15,0,9,1.2222222222,0,0,1,0,0,0,0,0,23,0,11,1.1818181818
Denis Suarez,FC Barcelona,23,Midfielder,84,84,79,85,62,77,81,40,14,7,1,3,0,1,0,10,0,0,0,0,25,2.0,4,4,0,3,0,6,0,0,0,0,33,2.6666666667
Dennis Aogo,VfB Stuttgart,30,Defender,75,74,73,74,74,67,70,75,10,6,0,1,0,1,0,2,0,0,6,0,7,2.1428571429,0,1,4,4,0,0,0,0,36,0,23,1.7826086957
Dennis Diekmeier,Hamburger SV,27,Defender,69,66,64,68,64,65,61,70,14,7,0,1,6,6,0,7,0,0,36,0,24,2.0833333333,0,0,6,1,0,0,0,0,30,0,22,2.1363636364
Diafra Sakho,West Ham United,27,Forward,62,72,52,73,37,77,56,24,10,16,1,0,0,0,0,2,0,0,0,0,4,2.75,5,1,0,3,0,11,0,0,0,0,21,3.0476190476
Diego Benaglio,AS Monaco,33,Goalkeeper,32,16,31,22,22,7,37,10,80,73,0,0,3,1,0,0,1,0,22,0,14,2.3571428571,0,0,5,1,0,0,0,0,39,0,21,1.8095238095
Diego Contento,Girondins de Bordeaux,27,Defender,70,70,66,70,70,55,55,71,13,11,0,1,6,2,0,2,0,0,29,2,25,2.36,2,0,6,3,0,1,0,0,35,0,25,2.56
Diego Costa,Chelsea,28,Forward,67,77,52,83,40,88,74,28,13,11,20,7,0,10,0,8,0,1,0,0,35,5.1142857143,12,6,0,8,0,6,0,0,0,0,28,4.4642857143
Diego Falcinelli,Sassuolo,26,Forward,64,70,54,71,20,77,58,11,12,14,13,2,0,7,0,5,0,0,0,0,36,3.75,2,1,0,1,0,8,0,0,0,0,26,1.8846153846
Diego Godin,Atletico Madrid,31,Defender,79,53,70,76,88,48,52,87,8,15,3,1,16,11,0,0,0,0,22,0,31,4.064516128999999,1,1,20,7,0,2,0,0,11,0,31,4.6774193548000005
Diego Gonzalez,Malaga CF,22,Defender,65,48,67,57,67,41,39,74,7,12,0,0,0,0,0,0,0,0,9,0,3,-1.0,1,0,0,0,0,0,0,0,7,0,2,1.5
Diego Laxalt,Genoa,24,Midfielder,78,77,74,78,42,68,68,53,12,8,1,4,0,5,0,6,0,0,0,0,36,2.3333333333,3,3,0,3,0,2,0,0,0,0,35,2.6
Diego Llorente,Real Sociedad,23,Defender,78,51,69,76,82,43,51,79,12,7,2,0,6,2,1,2,0,0,31,0,25,2.64,2,0,6,10,1,2,0,0,55,1,33,1.6969696969999999
Diego Marino,Real Sporting de Gijon,27,Goalkeeper,34,14,32,19,22,11,36,16,71,77,0,0,0,0,1,0,0,0,3,0,2,0.0,0,0,3,1,0,0,0,0,43,2,23,1.2173913043
Diego Perotti,Roma,28,Forward,82,86,69,87,36,78,84,24,8,8,8,6,0,2,0,13,0,0,0,0,32,3.375,4,9,0,3,1,9,0,0,0,0,31,3.2258064516000005
Diego Reyes,FC Porto,24,Midfielder,79,67,68,77,79,44,52,79,14,8,2,2,0,2,0,1,0,0,0,1,38,2.1315789474,2,0,0,4,0,3,0,0,0,1,27,2.0740740741
Diego Rolan,Malaga CF,24,Forward,76,79,62,76,24,82,74,33,7,14,9,0,0,3,1,9,0,0,0,0,29,3.0,7,4,0,4,0,7,0,0,0,0,31,3.0967741935000004
Dimitri Foulquier,RC Strasbourg,24,Defender,67,76,59,69,70,65,55,63,7,14,0,2,2,4,0,1,0,0,45,0,22,1.2727272726999999,1,1,0,4,0,2,0,0,43,0,21,0.9523809524
Dimitri Payet,Olympique de Marseille,30,Midfielder,85,89,82,90,37,77,87,29,15,12,6,9,0,5,0,9,0,0,0,0,33,3.5277777778,9,12,0,3,0,6,0,0,0,0,30,4.5666666667
Divock Origi,VfL Wolfsburg,22,Forward,75,77,59,75,28,80,71,30,13,15,7,3,0,0,0,9,0,0,0,0,34,2.7058823529000002,5,1,0,0,0,5,0,0,0,0,16,3.1875
Djamel Mesbah,FC Lausanne-Sports,32,Midfielder,71,67,69,74,69,69,44,63,5,15,0,0,0,1,0,2,0,0,0,0,10,1.7,0,0,0,2,0,0,0,0,0,0,7,1.5714285713999998
Djibril Sidibe,AS Monaco,24,Defender,76,76,70,77,76,76,69,75,16,7,2,5,12,7,0,3,0,0,26,0,29,3.8965517241,4,3,18,3,0,0,0,0,26,0,37,4.4324324324
Dodo,Sampdoria,25,Defender,75,76,66,76,59,70,65,66,8,9,0,0,0,0,0,6,0,0,18,0,7,0.0,0,1,4,4,0,5,0,0,29,0,17,1.8823529412
Dominic Maroh,1. FC Koln,30,Defender,52,38,48,60,71,32,53,76,9,11,0,0,2,3,0,4,0,0,18,1,12,1.3333333333,2,1,4,7,0,0,0,0,29,0,25,2.56
Dominik Kohr,Bayer 04 Leverkusen,23,Midfielder,73,70,69,76,80,46,69,68,11,7,2,0,0,13,0,5,0,0,0,0,26,1.6923076923,0,2,0,12,0,13,0,0,0,0,31,1.7741935484
Dominik Stroh-Engel,Karlsruher SC,31,Forward,62,57,42,66,29,70,46,25,15,13,0,0,0,0,0,0,0,0,0,0,5,1.0,0,1,0,0,0,5,0,0,0,0,15,1.6
Dominique Heintz,1. FC Koln,23,Defender,75,46,70,59,76,26,65,78,15,15,0,0,8,7,0,2,0,0,40,0,32,2.25,2,0,8,4,0,2,0,0,41,0,33,2.6363636364
Donald Love,Sunderland,22,Defender,55,56,53,53,62,49,40,55,13,9,0,1,0,1,0,1,0,0,20,0,12,1.1666666667,0,0,0,0,0,0,0,0,2,0,1,0.0
Dorian Leveque,PAOK Thessaloniki,27,Defender,70,57,59,70,72,42,53,72,6,9,0,0,0,1,0,1,0,0,5,0,2,0.0,1,0,5,1,0,1,0,0,16,0,14,3.1428571429
Douglas Costa,Juventus,26,Midfielder,78,85,71,83,32,77,78,28,15,5,4,3,0,1,0,7,0,0,0,0,23,2.8260869564999997,4,9,0,1,0,10,0,0,0,0,27,3.5555555556
Dries Mertens,Napoli,30,Midfielder,81,89,74,88,36,85,82,30,10,4,28,9,0,6,0,13,0,1,0,0,35,6.3428571429,5,5,0,6,0,5,0,0,0,0,33,2.2121212121
Duje Cop,Standard de Liege,27,Forward,69,68,57,73,32,80,66,25,12,12,9,3,0,7,0,11,0,1,0,0,31,3.3225806452,7,3,0,3,0,21,0,0,0,0,31,3.1290322581
Duncan Watmore,Sunderland,23,Midfielder,66,74,56,67,21,67,60,28,15,15,0,2,0,1,0,8,0,0,0,0,14,2.1428571429,3,1,0,0,0,3,0,0,0,0,23,2.0869565217
Dusan Basta,Lazio,32,Defender,76,76,74,78,82,66,56,78,6,14,1,2,3,2,0,7,0,0,36,0,27,2.3333333333,0,0,5,1,0,3,0,0,32,1,23,2.1304347826
Dusan Tadic,Southampton,28,Midfielder,81,83,77,85,31,73,84,40,11,16,3,6,0,4,0,19,0,1,0,0,33,2.7272727273000004,7,12,0,2,0,19,0,0,0,0,34,3.8235294118
Duvan Zapata,Sampdoria,26,Forward,64,72,38,76,20,78,47,20,9,8,10,3,0,3,0,12,0,0,0,0,38,3.4473684211,8,2,0,5,0,5,0,0,0,0,25,3.24
Eden Hazard,Chelsea,26,Midfielder,86,93,81,92,41,85,86,25,12,8,16,7,0,3,0,25,0,1,0,0,36,4.6666666667,4,3,0,2,0,6,0,0,0,0,31,2.6774193548
Edgar Barreto,Sampdoria,32,Midfielder,75,68,75,75,75,69,73,65,6,15,2,0,0,4,1,13,0,0,0,0,33,2.0909090909,0,1,0,4,0,9,0,0,0,0,30,1.8333333333000001
Edin Dzeko,Roma,31,Forward,77,76,72,80,50,89,70,11,11,15,29,9,0,4,0,8,0,1,0,0,37,6.378378378400001,8,5,0,4,1,5,0,0,0,0,31,3.2258064516000005
Edinson Cavani,Paris Saint-Germain,30,Forward,78,80,50,80,48,92,77,24,5,10,35,4,0,5,0,13,0,0,0,0,36,7.0277777778,19,5,0,3,0,4,0,1,0,0,32,5.03125
Edoardo Goldaniga,Sassuolo,23,Defender,55,48,56,59,70,13,19,74,12,15,2,1,2,11,1,4,0,0,59,1,28,0.9285714286,2,0,1,5,0,2,0,0,31,0,17,1.5882352941
Eduardo Vargas,Tigres U.A.N.L.,27,Forward,72,81,64,78,25,76,73,23,13,10,0,0,0,1,0,0,0,0,0,0,5,0.8,2,3,0,1,0,11,0,0,0,0,23,2.4782608696
Eliaquim Mangala,Manchester City,26,Defender,60,46,58,50,73,39,47,78,13,14,2,0,6,11,1,1,0,0,50,0,30,1.8,0,0,9,8,0,2,0,0,23,1,23,2.6956521738999997
Ellyes Skhiri,Montpellier Herault SC,22,Midfielder,75,72,73,72,79,56,64,68,14,14,1,1,0,3,0,5,0,0,0,1,37,2.0540540541,2,0,0,1,0,1,0,0,0,0,12,2.5
Emanuele Giaccherini,Napoli,32,Forward,78,81,70,80,66,80,76,58,11,7,1,0,0,0,0,1,0,0,0,0,16,1.375,7,0,0,7,0,10,0,0,0,0,28,1.4821428571000002
Emanuele Terranova,Frosinone,30,Defender,54,43,53,48,67,22,30,71,10,12,0,0,0,0,0,1,0,0,9,0,3,-0.3333333333,0,0,0,1,0,1,0,0,6,0,6,1.5
Emerson,Roma,22,Defender,74,76,66,79,75,75,41,67,15,14,0,1,7,1,0,4,0,0,23,0,25,3.04,1,0,0,1,0,1,0,0,10,0,8,1.625
Emil Krafth,Bologna,22,Defender,68,68,62,68,70,52,60,72,13,7,0,0,2,1,2,4,0,0,35,0,26,1.4615384615,0,0,1,0,0,1,0,0,2,0,4,3.0
Emiliano Moretti,Torino,36,Defender,59,49,56,64,84,31,31,78,10,15,1,3,2,5,0,1,0,0,44,0,23,1.7826086957,1,1,6,4,0,0,0,0,50,0,35,2.2
Emiliano Sala,FC Nantes,26,Forward,74,73,64,79,61,79,58,28,11,7,12,4,0,6,0,10,0,1,0,0,34,3.7352941176,6,3,0,3,0,10,0,0,0,0,31,2.8709677419
Emiliano Viviano,Sampdoria,31,Goalkeeper,36,18,37,22,10,10,60,19,84,83,0,0,3,5,0,0,1,0,20,0,17,2.3529411765,0,0,7,1,0,0,4,0,56,0,37,2.5675675676
Emmanuel Riviere,FC Metz,27,Forward,61,67,52,68,24,72,59,29,10,16,0,1,0,3,1,4,0,0,0,0,15,1.3333333333,0,0,0,0,0,1,0,0,0,0,3,1.3333333333
Emre Can,Liverpool,23,Midfielder,81,76,80,80,79,73,79,78,8,11,5,2,0,6,0,3,0,0,0,0,32,2.59375,1,0,0,9,0,4,0,0,0,0,30,1.8
Enner Valencia,Tigres U.A.N.L.,27,Midfielder,68,75,63,72,42,73,62,37,12,8,3,1,0,1,0,7,0,0,0,0,24,2.0416666667,4,2,0,1,0,7,0,0,0,0,19,2.8421052632
Enzo Crivelli,Angers SCO,22,Forward,73,67,54,72,25,77,64,31,12,9,10,1,0,7,0,8,0,1,0,0,24,3.8333333332999997,3,4,0,8,1,9,0,0,0,0,29,2.0689655172
Enzo Perez,River Plate,31,Midfielder,85,67,73,82,80,69,73,71,11,13,0,1,0,14,0,6,0,0,0,0,27,1.5555555556,0,0,0,10,0,13,0,0,0,0,20,1.3
Eric Bailly,Manchester United,23,Defender,72,63,56,68,85,47,54,82,14,8,0,0,12,4,0,3,0,0,19,0,25,3.52,0,0,6,10,0,6,0,0,28,0,25,2.28
Eric Dier,Tottenham Hotspur,23,Midfielder,76,66,77,70,80,53,66,79,14,9,2,0,0,6,0,3,0,0,0,0,36,2.0555555556,3,2,0,10,0,5,0,0,0,0,37,2.2972972973
Erick Pulgar,Bologna,23,Defender,76,72,72,76,68,58,72,60,12,11,1,1,3,6,1,4,0,0,40,0,25,1.48,0,0,1,2,0,1,0,0,19,0,13,1.2307692308
Erik Durm,Borussia Dortmund,25,Defender,72,64,51,72,76,68,60,70,14,11,0,2,4,1,0,2,0,0,14,0,13,3.0769230769,1,1,5,2,0,3,0,0,10,0,14,3.6428571429
Erik Lamela,Tottenham Hotspur,25,Midfielder,82,85,72,82,43,77,80,37,15,13,1,1,0,1,0,2,0,1,0,0,9,2.2222222222,5,9,0,9,0,19,0,0,0,0,34,3.0882352941000004
Erik Pieters,Stoke City,28,Defender,75,64,60,73,77,61,61,77,15,10,0,1,10,4,0,0,0,0,52,0,36,2.3333333333,0,1,10,10,0,3,0,0,46,0,35,2.3428571429
Ermin Bicakcic,TSG 1899 Hoffenheim,27,Defender,63,35,59,58,74,33,41,76,11,12,1,0,4,4,0,3,0,0,23,0,18,2.1111111111,0,0,2,3,0,2,0,0,35,0,21,1.380952381
Ermir Lenjani,FC Sion,27,Defender,69,67,62,67,63,65,64,67,6,16,0,0,0,0,0,0,0,0,1,0,2,2.0,1,1,4,2,1,1,0,0,32,0,21,1.9523809524000002
Ervin Zukanovic,Genoa,30,Defender,66,50,66,63,73,38,51,76,12,11,0,0,3,1,0,2,0,0,24,0,19,2.1578947368,3,1,1,7,1,4,0,0,38,1,25,1.64
Erwin Koffi,FC Lorient,22,Forward,66,60,59,59,58,48,48,65,11,12,0,1,0,0,0,2,0,0,0,0,12,2.1666666667,0,0,0,0,0,0,0,0,0,0,1,2.0
Etienne Capoue,Watford,28,Midfielder,77,76,77,77,71,73,67,75,11,12,7,1,0,5,0,10,0,0,0,0,37,2.8918918919,0,1,0,7,0,8,0,0,0,0,33,1.8787878787999999
Etrit Berisha,Atalanta,28,Goalkeeper,19,12,26,17,22,12,42,14,76,81,0,0,12,3,0,0,1,0,26,0,27,3.4444444444,0,0,2,1,0,0,1,0,13,0,11,2.6363636364
Eugen Polanski,TSG 1899 Hoffenheim,31,Midfielder,72,63,70,71,77,68,68,72,12,8,0,0,0,1,0,4,0,0,0,0,14,1.4285714286000002,1,3,0,8,0,7,0,1,0,1,27,1.7777777778
Eugenio Lamanna,Genoa,27,Goalkeeper,35,18,37,24,14,11,31,15,72,74,0,0,2,0,0,0,2,0,37,1,21,1.8095238095,0,0,4,0,0,0,0,0,18,1,13,2.3076923077
Ever Banega,Sevilla FC,29,Midfielder,88,83,85,85,70,75,85,57,8,10,6,7,0,2,0,13,0,0,0,0,28,3.4642857143,5,2,0,7,0,11,0,0,0,0,25,2.76
Ezequiel Munoz,CD Leganes,26,Defender,58,38,55,53,69,21,29,75,11,12,0,0,4,3,0,3,0,0,48,1,30,1.5,0,0,7,7,0,3,0,0,17,0,18,2.8888888889
Fabian,Real Betis Balompie,21,Midfielder,75,67,72,73,66,65,74,72,11,13,0,0,0,0,0,3,0,0,0,0,4,1.75,0,1,0,0,0,6,0,0,0,0,12,1.75
Fabian Delph,Manchester City,27,Midfielder,80,83,75,79,75,71,72,63,9,6,1,0,0,1,0,0,0,0,0,0,7,1.8571428571000002,2,0,0,0,0,7,0,0,0,0,17,2.0588235294
Fabian Holland,SV Darmstadt 98,26,Defender,64,63,62,70,63,47,47,77,13,13,0,0,3,2,0,4,0,0,48,1,26,1.2692307692,0,0,4,5,0,3,0,0,28,0,17,1.7058823529
Fabian Johnson,Borussia Monchengladbach,29,Defender,79,79,72,77,65,78,74,70,7,15,3,2,3,1,0,6,0,0,30,0,21,2.6666666667,6,4,4,2,0,6,0,0,35,0,26,3.6923076923
Fabian Lustenberger,Hertha BSC Berlin,29,Midfielder,74,61,68,70,83,32,62,78,9,7,0,1,0,2,0,1,0,0,0,0,19,1.9473684211000002,1,0,0,5,0,8,0,0,0,0,30,2.0
Fabian Orellana,Valencia CF,31,Forward,77,85,68,83,31,75,77,18,7,15,3,3,0,6,0,10,0,0,0,0,23,2.6086956521999998,7,6,0,10,0,9,0,0,0,0,33,3.3030303030000003
Fabian Reese,FC Schalke 04,19,Forward,60,60,45,62,38,62,55,27,9,8,0,0,0,0,0,1,0,0,0,0,3,1.3333333333,0,0,0,0,0,0,0,0,0,0,1,1.0
Fabian Schar,RC Deportivo de La Coruna,25,Defender,74,65,74,69,73,61,68,71,9,15,0,0,0,2,0,2,0,0,10,0,6,0.6666666667,1,0,3,3,0,4,0,0,41,1,24,1.5
Fabien Lemoine,FC Lorient,30,Midfielder,75,68,72,71,75,62,70,75,15,10,0,0,0,0,1,5,0,0,0,0,16,1.375,0,1,0,10,0,13,0,0,0,0,33,1.6666666666999999
Fabinho,AS Monaco,23,Defender,82,75,74,80,83,68,72,79,12,8,9,2,16,8,0,1,0,0,31,0,37,4.5135135135,6,4,13,9,0,0,0,0,42,0,34,3.8823529412
Fabio Borini,Milan,26,Forward,75,77,62,75,30,78,71,13,6,6,2,0,0,5,0,5,0,0,0,0,24,2.0,5,2,0,6,0,11,0,0,0,0,26,2.8076923077
Fabio Coentrao,Sporting CP,29,Defender,75,81,69,72,80,65,69,72,13,14,0,1,1,0,0,1,0,0,2,0,3,4.3333333333,3,2,4,4,0,5,0,0,18,0,15,3.7333333332999996
Fabrizio Cacciatore,Chievo Verona,30,Defender,65,61,65,61,74,60,48,75,14,5,1,2,6,6,1,2,0,0,47,0,29,2.0689655172,1,3,10,6,0,1,0,0,32,0,29,3.1379310344999998
Facundo Roncaglia,RC Celta de Vigo,30,Defender,69,59,81,69,80,51,59,75,14,15,2,0,5,8,0,1,0,0,57,0,32,1.6875,1,0,9,9,0,4,0,0,35,0,30,2.5
Fallou Diagne,FC Metz,27,Defender,67,65,65,68,73,43,56,71,15,11,0,0,3,3,1,4,0,0,32,0,14,-0.2916666667,5,0,3,7,0,2,0,0,33,1,22,2.5454545455
Faouzi Ghoulam,Napoli,26,Defender,76,76,72,78,75,64,58,74,7,13,0,6,8,1,0,0,0,0,34,0,29,3.1379310344999998,0,3,13,3,0,2,0,0,27,0,34,3.5
Fares Bahlouli,LOSC Lille,22,Midfielder,70,76,65,76,49,66,69,39,10,8,0,0,0,0,0,1,0,0,0,0,3,1.3333333333,1,0,0,1,0,2,0,0,0,0,8,1.75
Faycal Fajr,Getafe CF,28,Midfielder,76,76,75,79,31,69,77,51,12,6,0,2,0,3,0,5,0,1,0,0,24,1.625,5,4,0,3,0,7,0,0,0,0,38,2.7105263157999997
Federico Bernardeschi,Juventus,23,Midfielder,80,86,70,87,34,80,78,28,15,12,10,5,0,5,1,17,0,1,0,0,32,3.5625,2,4,0,6,0,11,0,0,0,0,33,2.2424242424000003
Federico Cartabia,RC Deportivo de La Coruna,24,Midfielder,77,81,63,78,34,70,70,26,6,14,0,0,0,0,0,2,0,0,0,0,4,1.5,3,3,0,3,0,13,0,0,0,0,26,2.3846153846
Federico Fazio,Roma,30,Defender,64,48,62,72,83,32,47,85,9,14,2,1,12,3,0,3,0,0,36,0,37,3.2702702702999997,0,0,0,1,0,0,0,0,6,0,4,0.625
Federico Fernandez,Swansea City,28,Defender,70,39,56,66,82,36,44,82,12,12,0,2,6,7,0,0,0,0,41,0,27,2.1111111111,1,1,8,3,0,0,0,0,44,2,32,2.34375
Federico Marchetti,Lazio,34,Goalkeeper,36,11,35,20,22,12,45,19,78,84,0,0,2,0,0,1,2,0,24,0,18,2.5555555556,0,0,9,0,0,2,2,0,40,0,29,2.9310344828
Federico Peluso,Sassuolo,33,Defender,62,59,62,60,82,50,38,79,5,4,2,1,7,12,0,0,0,0,54,0,34,2.0294117647,1,1,8,11,0,1,0,0,39,0,34,2.4705882353
Federico Ricca,Malaga CF,22,Defender,69,52,56,69,73,43,42,72,13,8,0,0,6,6,0,5,0,0,28,0,21,2.1904761905,1,1,0,3,0,1,0,0,7,0,8,2.75
Federico Viviani,Ferrara (SPAL),25,Midfielder,78,78,76,78,70,63,76,64,13,13,2,2,0,4,0,7,0,0,0,0,17,2.4705882353,3,6,0,5,0,2,0,0,0,0,19,3.3684210526
Felipe Anderson,Lazio,24,Midfielder,78,87,74,86,69,70,78,38,10,7,4,8,0,5,0,13,0,0,0,0,36,3.0,7,4,0,1,0,9,0,0,0,0,35,2.9142857143
Felipe Caicedo,Lazio,28,Forward,69,72,53,77,43,82,61,42,13,10,2,1,0,5,0,12,0,1,0,0,27,1.7407407407,8,0,0,6,0,14,0,1,0,0,31,2.8709677419
Felix Passlack,TSG 1899 Hoffenheim,19,Midfielder,75,72,57,73,59,59,54,63,11,9,0,0,0,1,0,3,0,0,0,0,10,1.5,0,0,0,0,0,1,0,0,0,0,3,1.6666666666999999
Felix Platte,SV Darmstadt 98,21,Forward,60,64,42,68,22,70,54,18,13,15,2,1,0,1,0,5,0,0,0,0,9,3.0,0,0,0,2,0,0,0,0,0,0,12,0.9166666667
Felix Wiedwald,Leeds United,27,Goalkeeper,41,14,32,32,15,10,36,9,66,80,0,0,5,2,0,0,1,0,50,0,25,1.68,0,0,2,4,0,0,0,0,65,0,34,1.1470588234999999
Ferebory Dore,Clermont Foot 63,28,Forward,61,62,55,63,14,59,46,20,11,10,0,0,0,0,0,0,0,0,0,0,9,1.1111111111,0,0,0,2,0,2,0,0,0,0,9,1.5555555556
Fernandinho,Manchester City,32,Midfielder,82,77,79,78,85,68,75,72,11,7,2,1,0,4,2,0,0,0,0,0,32,2.0625,2,2,0,8,0,4,0,0,0,0,33,2.1818181818
Fernando Navarro,RC Deportivo de La Coruna,35,Defender,69,64,65,69,77,59,56,81,6,6,0,0,6,6,0,1,0,0,42,0,25,1.68,0,2,5,5,0,8,0,0,58,0,36,1.8611111111
Fernando Torres,Atletico Madrid,33,Forward,79,82,51,81,20,82,76,17,13,10,8,5,0,3,0,11,0,1,0,0,31,3.0322580644999997,11,4,0,3,0,10,0,0,0,0,30,3.7
Filip Helander,Bologna,24,Defender,50,48,48,50,76,24,45,76,8,16,1,0,1,3,0,1,0,0,15,0,11,1.9090909091,2,0,1,4,0,2,0,0,43,0,24,1.5
Filip Kostic,Hamburger SV,24,Forward,71,83,60,80,32,73,72,29,14,13,4,3,0,5,0,16,0,0,0,0,31,2.7096774194,5,5,0,5,0,10,0,0,0,0,30,3.1666666667000003
Filip Mladenovic,Standard de Liege,25,Defender,68,66,49,68,69,61,48,70,8,14,0,0,0,0,0,0,0,0,1,0,2,2.0,0,2,1,1,0,6,0,0,20,0,14,1.8571428571000002
Filipe Luis,Atletico Madrid,31,Defender,78,77,77,81,82,71,70,85,15,5,3,6,16,5,0,3,0,0,23,0,34,4.6176470588,1,4,19,10,1,0,0,0,17,0,32,4.375
Filippo Costa,Ferrara (SPAL),22,Midfielder,68,61,63,67,58,61,60,55,10,6,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0,0,0,0,6,1.0
Fin Bartels,SV Werder Bremen,30,Midfielder,75,80,69,82,53,77,75,38,8,8,8,7,0,4,0,9,0,0,0,0,31,3.5806451613,8,1,0,6,0,8,0,0,0,0,30,2.9666666667
Florentin Pogba,AS Saint-Etienne,26,Defender,67,54,58,59,77,36,42,75,10,11,1,1,6,1,0,1,0,0,18,0,17,3.4117647058999996,0,1,7,1,0,2,0,0,29,0,24,2.6666666667
Florian Grillitsch,TSG 1899 Hoffenheim,21,Midfielder,78,74,73,76,70,70,75,57,12,7,2,0,0,4,0,12,0,0,0,0,23,2.1739130435,1,3,0,3,0,8,0,0,0,0,25,2.36
Florian Jungwirth,San Jose Earthquakes,28,Midfielder,68,61,69,66,73,58,59,69,6,13,0,0,0,2,0,2,0,0,0,0,16,1.625,0,1,0,4,0,0,0,0,0,0,19,1.7894736841999999
Florian Niederlechner,SC Freiburg,26,Forward,68,71,48,68,36,77,63,27,7,16,10,3,0,4,0,19,0,0,0,0,33,3.5454545455,0,0,0,2,0,1,0,0,0,0,12,0.9166666667
Florian Thauvin,Olympique de Marseille,24,Midfielder,81,86,75,83,43,80,78,29,11,9,15,8,0,2,0,22,0,0,0,0,38,4.5,2,0,0,1,1,9,0,0,0,0,29,1.6394230769
Fraizer Campbell,Hull City,29,Forward,62,71,41,69,22,72,57,32,15,16,1,0,0,0,0,0,0,0,0,0,12,1.4166666666999999,0,0,0,1,0,4,0,0,0,0,11,1.2727272726999999
Fran Rico,SD Eibar,29,Midfielder,81,65,77,78,71,53,72,62,14,7,2,1,0,5,0,2,0,0,0,0,17,2.2352941176,2,1,0,6,0,8,0,0,0,0,28,1.7857142857
Francesco Magnanelli,Sassuolo,32,Midfielder,78,58,76,74,79,53,70,72,12,5,1,0,0,2,0,2,0,0,0,0,15,2.1333333333,1,1,0,8,0,0,0,0,0,0,34,2.0
Francis Coquelin,Arsenal,26,Midfielder,75,72,71,78,85,62,67,77,9,15,0,0,0,5,0,13,0,0,0,0,29,1.5862068966,0,1,0,6,0,8,0,0,0,0,26,1.6923076923
Franck Ribery,FC Bayern Munich,34,Midfielder,86,90,75,90,36,81,86,13,6,10,5,11,0,2,0,9,0,0,0,0,22,4.1818181818,2,4,0,1,0,1,0,0,0,0,13,3.0769230769
Franck Tabanou,En Avant de Guingamp,28,Midfielder,73,69,72,72,68,67,66,75,13,6,0,0,0,3,0,5,0,0,0,0,6,1.5,0,0,0,0,1,2,0,0,0,0,11,0.7272727273
Franco Di Santo,FC Schalke 04,28,Forward,70,75,53,76,38,74,67,22,10,9,0,2,0,2,0,3,0,0,0,0,12,1.5833333333000001,2,1,0,3,0,5,0,0,0,0,25,1.92
Francois Bellugou,ES Troyes AC,30,Defender,70,64,64,71,72,56,66,72,7,15,0,0,2,5,1,10,0,0,41,0,26,1.0384615385,0,1,5,6,1,10,0,0,49,0,33,1.6969696969999999
Francois Kamano,Girondins de Bordeaux,21,Forward,69,80,55,75,24,72,68,35,12,10,6,5,0,4,0,9,0,0,0,0,30,2.9333333333,3,0,0,2,2,9,0,0,0,0,23,2.0434782609
Francois Moubandje,Toulouse FC,27,Defender,71,70,67,71,74,69,57,77,14,6,0,1,11,4,0,2,0,0,33,0,34,3.0,0,0,5,5,0,0,0,0,33,0,23,1.8695652174000001
Fraser Forster,Southampton,29,Goalkeeper,27,20,19,33,22,13,44,13,78,80,0,0,14,3,0,0,1,0,48,0,38,2.8947368421,0,0,6,0,0,0,0,0,17,0,18,3.0555555556
Frederic Guilbert,SM Caen,22,Defender,70,65,61,68,73,59,56,74,14,7,0,1,4,4,0,5,0,0,39,0,26,1.9615384615,0,0,7,3,0,2,0,0,48,1,30,1.9333333333000002
Gabriel Boschilia,AS Monaco,21,Midfielder,75,78,69,77,27,63,73,41,12,10,6,2,0,1,0,4,0,0,0,0,11,4.6363636364,0,0,0,0,0,1,0,0,0,0,5,1.2
Gabriel Paletta,Milan,31,Defender,55,55,61,55,84,28,18,84,6,14,2,1,10,6,2,0,0,0,35,1,30,2.7666666667000004,1,0,5,6,2,1,0,0,33,0,24,2.0
Gabriel Paulista,Valencia CF,26,Defender,69,60,69,65,81,51,61,80,6,7,0,0,5,6,0,2,0,0,25,0,19,1.9473684211000002,1,0,10,4,1,0,0,0,18,0,21,3.380952381
Gael Clichy,Istanbul Basaksehir FK,31,Defender,66,71,69,76,76,66,59,72,11,6,1,0,8,2,0,3,0,0,26,0,25,3.0,0,1,5,0,0,2,0,0,13,0,14,3.2857142857
